tmin,tier,text,tmax
0.888025,vot,es01,0.984319
4.154505,vot,es01,4.254885
6.762455,vot,es01,6.826209
9.291166,vot,es01,9.363275
11.999782,vot,es01,12.076578
14.891828,vot,es01,14.986528
17.343534,vot,es01,17.428679
20.216331,vot,es01,20.334916
22.559452,vot,es01,22.710007
25.301776,vot,es01,25.390368
